"word","definition","quizId","questionNumber","randomDefOne","randomDefTwo","randomDefThree"
"secular","material (not spiritual) living outside monasteries","5bb70604b9e91037328e61c4","16","large pile of wood for burning","long strip worn round the waist","make beautiful"
"palliate","lessen the severity of","5bb70604b9e91037328e61c4","17","ridicule mockery deriding","break off","threatening"
"extirpate","to destroy exterminate cut out exscind","5bb70604b9e91037328e61c4","18","perfect/make; perfect/complete","propriety properness","tremble beat rapidly and irregularly"
"dearth","shortage","5bb70604b9e91037328e61c4","19","cowardly; craven","take back as being FALSE give up","lucky; stroke"
"recidivism","relapse into antisocial or criminal behavior","5bb70604b9e91037328e61c4","20","learned; scholarly","help/encourage somebody (in doing wrong)","shut out from society refuse to meet talk"
"pellucid","transparent easy to understand","5bb70604b9e91037328e61c4","21","(adj) boorish","careful/prudent","make known something secret"
"baneful","causing harm or ruin; pernicious; destructive","5bb70604b9e91037328e61c4","22","physical of or for the body","to travel from place to place to peregrinate","easily bent"
"cogent","strong; convincing","5bb70604b9e91037328e61c4","23","Physical beauty","causing no harm","rebel; nonconformist"
"lurk","be out of view ready to attack","5bb70604b9e91037328e61c4","24","quick changeable in character fleeting","violent cruel man","misuse of a word (for one that resembles it)"
"assiduous","diligent hard-working; sedulous","5bb70604b9e91037328e61c4","25","long thin move very fast","repeal or annul by authority","suppress subdue"
"accretion","the growing of separate things into one","5bb70604b9e91037328e61c5","1","narrow-mindedness; isolated","deliver provide represent","obtain by threats violence"
"covetous","eagerly desirous","5bb70604b9e91037328e61c5","2","commonplace trite unremarkable","complete; thorough","to resist separation"
"discredit","refuse to believe","5bb70604b9e91037328e61c5","3","disapprove of","lukewarm","step to one side"
"foray","to venture","5bb70604b9e91037328e61c5","4","steady; regular","soaked; saturated","feeling doubt"
"coda","passage that completes a piece of music","5bb70604b9e91037328e61c5","5","of the same period; coexisting","draw; move back; wince","irritable; easily angered"
"lumber","move in a clumsy/noisy way","5bb70604b9e91037328e61c5","6","scarcity a lacking of","claw of a bird of prey","brief summary representative example a typical model"
"condone","forgive","5bb70604b9e91037328e61c5","7","strong inclination a liking","press lose shape subdue overwhelm","extremely pleasing to taste"
"indelible","that cannot be rubbed out","5bb70604b9e91037328e61c5","8","containing warning","rising of people to open resistance to","to gather and save to store up"
"cornucopia","abundant supply","5bb70604b9e91037328e61c5","9","responsilibilty,burden","state of being passive/motionless","savage cruelty"
"veneer","surface appearance covering the TRUE nature","5bb70604b9e91037328e61c5","10","conquer","dismal; mourful","to remove obscenity purify censor"
"elicit","draw out","5bb70604b9e91037328e61c5","11","join (two ends)","person dishonestly claiming to something","bad-tempered/quarrelsome"
"dainty","pretty/delicate(food)/difficult to please","5bb70604b9e91037328e61c5","12","coming into existence; emerging","having plenty of space for what is needed","bring into harmony"
"petrify","to make hard rocklike","5bb70604b9e91037328e61c5","13","easily understood; lucid; clear","to turn to bone to settle rigidly into an idea","a complex ornate design"
"odious","repulsive; hateful","5bb70604b9e91037328e61c5","14","favorable successful prosperous","fearless; brave; undaunted","production of a desired result"
"fledgling","an inexperienced person.","5bb70604b9e91037328e61c5","15","material (not spiritual) living outside monasteries","make thin and weak","pure"
"dilate","speak comprehensively become wider large","5bb70604b9e91037328e61c5","16","lessen the severity of","not pretended sincere","can be felt or touched"
"serration","having a toothed edge","5bb70604b9e91037328e61c5","17","to destroy exterminate cut out exscind","neat; formal","split crack dissension"
"highbrow","(person) with superior tastes","5bb70604b9e91037328e61c5","18","shortage","stare at","change direction"
"tocsin","a signal, especially of alarm","5bb70604b9e91037328e61c5","19","relapse into antisocial or criminal behavior","obstruct/frustrate","unconscious; unresponsive; unaffected"
"deprave","make morally bad;corrupt","5bb70604b9e91037328e61c5","20","transparent easy to understand","an outcast a rejected and despised person","move restlessly make nervous"
"inane","silly; senseless","5bb70604b9e91037328e61c5","21","causing harm or ruin; pernicious; destructive","slander say evil things","address a court of law as an advocate"
"duplicity","deliberate deception","5bb70604b9e91037328e61c5","22","strong; convincing","break go beyond (a limit)","a person who is devoted to eating and drinking to excess"
"chauvinist","a blindly devoted patriot","5bb70604b9e91037328e61c5","23","be out of view ready to attack","predominance","diseased; unhealthy (e.g.. about ideas)"
"tyro","a beginner","5bb70604b9e91037328e61c5","24","diligent hard-working; sedulous","not normal or usual","Existing in a wild or untamed state"
"censure","expression of blame or disapproval a rebuke","5bb70604b9e91037328e61c5","25","the growing of separate things into one","cast or fashion anew","additional strengthening evidence"
"denigrate","blacken; belittle; sully; defame","5bb70604b9e91037328e61c6","1","eagerly desirous","unwillingness to compromise stubbornness intractability","not allowing to pass through (of materials)"
"protracted","prolonged","5bb70604b9e91037328e61c6","2","refuse to believe","like a slave lacking independence","hatred being an enemy"
"turbid","muddy having the sediment stirred up","5bb70604b9e91037328e61c6","3","to venture","taken up all the time or attention writing in large or formal","opening; broken place; breaking"
"interim","as an installment","5bb70604b9e91037328e61c6","4","passage that completes a piece of music","odious (of crime)","ready to believe things"
"abjure","promise or swear to give up","5bb70604b9e91037328e61c6","5","move in a clumsy/noisy way","disguised","more then is needed or wanted"
"taut","tightly stretched","5bb70604b9e91037328e61c6","6","forgive","suggest unpleasantly; make a way for something gently","To bring about"
"prevaricate","to equivocate to stray from the truth","5bb70604b9e91037328e61c6","7","that cannot be rubbed out","noisy; quarrel","call together summon"
"punctilious","Meticulous","5bb70604b9e91037328e61c6","8","abundant supply","put; pour; fill","intimidate make fearful"
"inundate","flood cover by overflowing","5bb70604b9e91037328e61c6","9","surface appearance covering the TRUE nature","shortly, roughly, quickly","Poisonous; noxious"
"caustic","biting sarcastic","5bb70604b9e91037328e61c6","10","draw out","becoming rotten","walk heavily"
"plaque","flat metal on a wall as a memorial","5bb70604b9e91037328e61c6","11","pretty/delicate(food)/difficult to please","person who flatter to the rich and powerful","equal distribution of weight equilibrium"
"bellicose","inclined to fighting","5bb70604b9e91037328e61c6","12","to make hard rocklike","make something (pain desire) less","punishment"
"malign","to speak harmful untruths about someone","5bb70604b9e91037328e61c6","13","repulsive; hateful","bowl-shaped vessel with many holes used to drain off water","care economy thriving prosperous"
"consume","get to the end of","5bb70604b9e91037328e61c6","14","an inexperienced person.","a decorative chain or strip hanging between two points","to make thin to make less dense to purify or refine"
"ingenuous","naive; young; artless; frank; honest; sincere","5bb70604b9e91037328e61c6","15","speak comprehensively become wider large","crouch shrink back","have a different opinion refuse to assent"
"sanctimony","self-righteousness hypocritical with FALSE piety","5bb70604b9e91037328e61c6","16","having a toothed edge","exuberance outburst of feeling","person who has been converted to a belief"
"ignominious","shameful; dishonorable; undignified; disgraceful","5bb70604b9e91037328e61c6","17","(person) with superior tastes","inclination","(of eyes) dull"
"lien","legal claim until a debt on it is repaid","5bb70604b9e91037328e61c6","18","a signal, especially of alarm","present everywhere","worry; irritation; wear away"
"avid","eager; greedy","5bb70604b9e91037328e61c6","19","make morally bad;corrupt","elegant refined in manners","dutiful to parents; devoted to religion"
"veracity","truth","5bb70604b9e91037328e61c6","20","silly; senseless","hurt by rough handling","lack of reverence or dutifulness"
"inimical","harmful or unfriendly","5bb70604b9e91037328e61c6","21","deliberate deception","suffer the loss of something","act with excessive enthusiasm"
"snub","treat with contempt","5bb70604b9e91037328e61c6","22","a blindly devoted patriot","fanciful, fantastic, imaginary","belief contrary to what is generally accepted"
"barren","not good enough; unable to have young ones without value","5bb70604b9e91037328e61c6","23","a beginner","to polish; rub to a shine","frantic; frenzied"
"exigency","emergency an urgent situation","5bb70604b9e91037328e61c6","24","expression of blame or disapproval a rebuke","attack violently","untidy"
"finagle","to practice deception or fraud; scheme.","5bb70604b9e91037328e61c6","25","blacken; belittle; sully; defame","having a double or doubtful meaning; suspicious","hot enough to boil"
"florid","very much ornamented naturally red (e.g.. of face)","5bb70604b9e91037328e61c7","1","prolonged","spending using unwillingly","regard with deep respect"
"libel","statement that damages reputation","5bb70604b9e91037328e61c7","2","muddy having the sediment stirred up","not paying proper attention","deceit; cunning"
"phlegmatic","calm; sluggish; temperament; unemotional","5bb70604b9e91037328e61c7","3","as an installment","extreme poverty","showing self-control"
"attenuate","make thin; weaken; enervate","5bb70604b9e91037328e61c7","4","promise or swear to give up","severely moral and strict simple and plain","That gives warning or information"
"aver","affirm; assert; prove; justify","5bb70604b9e91037328e61c7","5","tightly stretched","waste away; bite steadily","hesitating; undecided"
"dud","no use person something that fails","5bb70604b9e91037328e61c7","6","to equivocate to stray from the truth","blocked up","legal trickery/false argument"
"idiosyncrasy","personal mannerism","5bb70604b9e91037328e61c7","7","Meticulous","anger","kind and gentle"
"forbearance","patience; willingness to wait","5bb70604b9e91037328e61c7","8","flood cover by overflowing","cause produce give rise to","bored with pleasure or dissipation"
"obdurate","hardened and unrepenting; stubborn; inflexible","5bb70604b9e91037328e61c7","9","biting sarcastic","of the present time only","set someone clear (e.g.. from blame)"
"waft","scent waving movement carry lightly through","5bb70604b9e91037328e61c7","10","flat metal on a wall as a memorial","dull and slow","cheap gaudy showy tacky"
"chagrin","vexation","5bb70604b9e91037328e61c7","11","inclined to fighting","person of great learning","trick; mislead"
"conceit","over-high opinion of too much pride","5bb70604b9e91037328e61c7","12","to speak harmful untruths about someone","reddish, healthy-looking","serious requiring; consideration"
"volubility","fluency verbosity easy use of spoken language","5bb70604b9e91037328e61c7","13","get to the end of","to bless; make happy or ascribe a virtue to","a breakup overthrow sudden disaster"
"facile","easily done","5bb70604b9e91037328e61c7","14","naive; young; artless; frank; honest; sincere","without use result conceited","striped grooved or banded"
"contiguous","touching neighboring near","5bb70604b9e91037328e61c7","15","self-righteousness hypocritical with FALSE piety","get something inquire too curiously","quality of quickly recovering the original shape"
"verisimilitude","appearing TRUE or real","5bb70604b9e91037328e61c7","16","shameful; dishonorable; undignified; disgraceful","weaken deprive of strength attenuate","uncommunicativeness"
"husk","worthless; outside part of anything","5bb70604b9e91037328e61c7","17","legal claim until a debt on it is repaid","rich and deep; plump and round","enthusiasm"
"fringe","edge ornamental border part of hair over the forehead","5bb70604b9e91037328e61c7","18","eager; greedy","to turn away (from a habit)","use flattery or deceit to persuade"
"pernicious","harmful; injurious","5bb70604b9e91037328e61c7","19","truth","kind of stone; inflexible","argumentative pugnacious combative quarrelsome"
"somatic","of the body","5bb70604b9e91037328e61c7","20","harmful or unfriendly","abundant/lavish","look on with contempt"
"resigned","unresistant; submissive","5bb70604b9e91037328e61c7","21","treat with contempt","childish","weak/unsteady light"
"coax","get somebody to do something by kindness","5bb70604b9e91037328e61c7","22","not good enough; unable to have young ones without value","try to deceive by equivocal language","lacking purpose or vitality ineffective careless"
"incursion","a raid; a sudden attack","5bb70604b9e91037328e61c7","23","emergency an urgent situation","line made by crushing white line on the ground in cricket","contemptuous reproach hurtful remark"
"repudiate","disown refuse to accept or pay","5bb70604b9e91037328e61c7","24","to practice deception or fraud; scheme.","supply to much fill to excess","meant as a joke"
"dolt","stupid fellow","5bb70604b9e91037328e61c7","25","very much ornamented naturally red (e.g.. of face)","get to know","stir up; rouse"
"chastened","corrected punished","5bb70604b9e91037328e61c8","1","statement that damages reputation","distinct","brief and to the point"
"parley","negotiation","5bb70604b9e91037328e61c8","2","calm; sluggish; temperament; unemotional","something sharp","a riddle dilemma enigma"
"insipid","without taste or flavor","5bb70604b9e91037328e61c8","3","make thin; weaken; enervate","feeling or showing regret","suspended action"
"effluvia","outflow in a stream of particles a noxious odor or vapor","5bb70604b9e91037328e61c8","4","affirm; assert; prove; justify","a generator something that produces electric current","slow way of speaking"
"abut","border on","5bb70604b9e91037328e61c8","5","no use person something that fails","a song of grief or lamentation","eager and cheerful; readiness"
"penurious","poor/stingy","5bb70604b9e91037328e61c8","6","personal mannerism","a lament a melancholy composition","come to grips/settle conclusively"
"jejune","insubstantial/dull/immature","5bb70604b9e91037328e61c8","7","patience; willingness to wait","following; attendants","shout complain with a lot of noise"
"preclude","prevent make impossible","5bb70604b9e91037328e61c8","8","hardened and unrepenting; stubborn; inflexible","reserved; untalkative; silent; taciturn","honest; straightforward"
"credulity","too great a readiness to believe things","5bb70604b9e91037328e61c8","9","scent waving movement carry lightly through","boldness impudence arrogance","deification glorification to godliness"
"defalcate","(v) to embezzle or misappropriate","5bb70604b9e91037328e61c8","10","vexation","showing no emotion impassive","waver/move in an uncertain manner"
"disingenuous","sophisticated artful trying to deceive cunning","5bb70604b9e91037328e61c8","11","over-high opinion of too much pride","think deeply mediate","a connection or link"
"quirk","habit or action peculiar to something","5bb70604b9e91037328e61c8","12","fluency verbosity easy use of spoken language","disintegration looseness in morals","defying; imitation; unmatchable"
"obtain","to be established accepted or customary","5bb70604b9e91037328e61c8","13","easily done","blunt/stupid","fermented alcoholic beverage similar to but heavier than beer"
"gloat","over look at with selfish delight","5bb70604b9e91037328e61c8","14","touching neighboring near","laziness","situated beyond"
"encumbrance","burden things that get on the way of","5bb70604b9e91037328e61c8","15","appearing TRUE or real","hardship","very great number"
"morose","ill-tempered; unsocial","5bb70604b9e91037328e61c8","16","worthless; outside part of anything","bitter and violent attack in words","notched"
"scorch","become discolored/dry up/go at high speed","5bb70604b9e91037328e61c8","17","edge ornamental border part of hair over the forehead","large pile of wood for burning","long strip worn round the waist"
"regale","to delight or entertain to feast","5bb70604b9e91037328e61c8","18","harmful; injurious","ridicule mockery deriding","break off"
"disparate","essentially different","5bb70604b9e91037328e61c8","19","of the body","perfect/make; perfect/complete","propriety properness"
"foil","prevent from carrying out","5bb70604b9e91037328e61c8","20","unresistant; submissive","cowardly; craven","take back as being FALSE give up"
"perpetrate","be guilty commit (a crime)","5bb70604b9e91037328e61c8","21","get somebody to do something by kindness","learned; scholarly","help/encourage somebody (in doing wrong)"
"Palpable","Obvious","5bb70604b9e91037328e61c8","22","a raid; a sudden attack","(adj) boorish","careful/prudent"
"extempore","without previous thought or preparation","5bb70604b9e91037328e61c8","23","disown refuse to accept or pay","physical of or for the body","to travel from place to place to peregrinate"
"malinger","to fake illness or injury in order to shirk a duty","5bb70604b9e91037328e61c8","24","stupid fellow","Physical beauty","causing no harm"
"discern","see with an effort but clearly","5bb70604b9e91037328e61c8","25","corrected punished","quick changeable in character fleeting","violent cruel man"
"pundit","pedant authority on a subject","5bb70604b9e91037328e61c9","1","negotiation","long thin move very fast","repeal or annul by authority"
"transitory","brief","5bb70604b9e91037328e61c9","2","without taste or flavor","narrow-mindedness; isolated","deliver provide represent"
"Pastiche","work (usually artistic) which imitates","5bb70604b9e91037328e61c9","3","outflow in a stream of particles a noxious odor or vapor","commonplace trite unremarkable","complete; thorough"
"extant","still in existence","5bb70604b9e91037328e61c9","4","border on","disapprove of","lukewarm"
"deluge","great flood heavy rush of water","5bb70604b9e91037328e61c9","5","poor/stingy","steady; regular","soaked; saturated"
"salubrious","healthful","5bb70604b9e91037328e61c9","6","insubstantial/dull/immature","of the same period; coexisting","draw; move back; wince"
"waffle","talk vaguely and without much result","5bb70604b9e91037328e61c9","7","prevent make impossible","scarcity a lacking of","claw of a bird of prey"
"perfunctory","done as a duty without care","5bb70604b9e91037328e61c9","8","too great a readiness to believe things","strong inclination a liking","press lose shape subdue overwhelm"
"ascribe","consider to be the origin of or belonging to","5bb70604b9e91037328e61c9","9","(v) to embezzle or misappropriate","containing warning","rising of people to open resistance to"
"obfuscate","to darken; make obscure; muddle","5bb70604b9e91037328e61c9","10","sophisticated artful trying to deceive cunning","responsilibilty,burden","state of being passive/motionless"
"squalid","foul filthy","5bb70604b9e91037328e61c9","11","habit or action peculiar to something","conquer","dismal; mourful"
"grouse","Complain or grumble (verb)","5bb70604b9e91037328e61c9","12","to be established accepted or customary","join (two ends)","person dishonestly claiming to something"
"sullied","to be stained or discredited","5bb70604b9e91037328e61c9","13","over look at with selfish delight","coming into existence; emerging","having plenty of space for what is needed"
"lachrymose","causing tears; tearful","5bb70604b9e91037328e61c9","14","burden things that get on the way of","easily understood; lucid; clear","to turn to bone to settle rigidly into an idea"
"visceral","of the internal organs of the body","5bb70604b9e91037328e61c9","15","ill-tempered; unsocial","favorable successful prosperous","fearless; brave; undaunted"
"grovel","crawl; humble oneself","5bb70604b9e91037328e61c9","16","become discolored/dry up/go at high speed","material (not spiritual) living outside monasteries","make thin and weak"
"mundane","worldly as opposed to spiritual commonplace everyday","5bb70604b9e91037328e61c9","17","to delight or entertain to feast","lessen the severity of","not pretended sincere"
"extenuate","reduce the strength of lessen seriousness partially excuse","5bb70604b9e91037328e61c9","18","essentially different","to destroy exterminate cut out exscind","neat; formal"
"exscind","to cut out cut away","5bb70604b9e91037328e61c9","19","prevent from carrying out","shortage","stare at"
"bandy","discuss lightly or glibly; exchange (words) heatedly","5bb70604b9e91037328e61c9","20","be guilty commit (a crime)","relapse into antisocial or criminal behavior","obstruct/frustrate"
"temerity","boldness brashness intrepidness","5bb70604b9e91037328e61c9","21","Obvious","transparent easy to understand","an outcast a rejected and despised person"
"collusion","secret agreement for a deceitful purpose","5bb70604b9e91037328e61c9","22","without previous thought or preparation","causing harm or ruin; pernicious; destructive","slander say evil things"
"undulate","to move in wavelike fashion fluctuate","5bb70604b9e91037328e61c9","23","to fake illness or injury in order to shirk a duty","strong; convincing","break go beyond (a limit)"
"evince","to show clearly to indicate","5bb70604b9e91037328e61c9","24","see with an effort but clearly","be out of view ready to attack","predominance"
"harbinger","One that indicates or foreshadows what is to come; a forerunner.","5bb70604b9e91037328e61c9","25","pedant authority on a subject","diligent hard-working; sedulous","not normal or usual"
"fagged","too tired","5bb70604b9e91037328e61ca","1","brief","the growing of separate things into one","cast or fashion anew"
"shrewd","astute; showing sound judgement","5bb70604b9e91037328e61ca","2","work (usually artistic) which imitates","eagerly desirous","unwillingness to compromise stubbornness intractability"
"hollow","not soled with hole","5bb70604b9e91037328e61ca","3","still in existence","refuse to believe","like a slave lacking independence"
"snare","trap","5bb70604b9e91037328e61ca","4","great flood heavy rush of water","to venture","taken up all the time or attention writing in large or formal"
"rife","widespread","5bb70604b9e91037328e61ca","5","healthful","passage that completes a piece of music","odious (of crime)"
"ascetic","practicing self-denial; austere; stark","5bb70604b9e91037328e61ca","6","talk vaguely and without much result","move in a clumsy/noisy way","disguised"
"rancorous","feeling bitterness; spitefulness","5bb70604b9e91037328e61ca","7","done as a duty without care","forgive","suggest unpleasantly; make a way for something gently"
"levity","lack of seriousness","5bb70604b9e91037328e61ca","8","consider to be the origin of or belonging to","that cannot be rubbed out","noisy; quarrel"
"mellifluous","sweetly flowing","5bb70604b9e91037328e61ca","9","to darken; make obscure; muddle","abundant supply","put; pour; fill"
"moot","open to discussion or debate; doubtful","5bb70604b9e91037328e61ca","10","foul filthy","surface appearance covering the TRUE nature","shortly, roughly, quickly"
"conspicuous","easily seen remarkable","5bb70604b9e91037328e61ca","11","Complain or grumble (verb)","draw out","becoming rotten"
"amortize","end (a debt) by setting aside money","5bb70604b9e91037328e61ca","12","to be stained or discredited","pretty/delicate(food)/difficult to please","person who flatter to the rich and powerful"
"gaucherie","socially awkward; tactless behavior","5bb70604b9e91037328e61ca","13","causing tears; tearful","to make hard rocklike","make something (pain desire) less"
"august","majestic; venerable","5bb70604b9e91037328e61ca","14","of the internal organs of the body","repulsive; hateful","bowl-shaped vessel with many holes used to drain off water"
"delineate","to portray depict sketch out","5bb70604b9e91037328e61ca","15","crawl; humble oneself","an inexperienced person.","a decorative chain or strip hanging between two points"
"obviate","to make unnecessary get rid of","5bb70604b9e91037328e61ca","16","worldly as opposed to spiritual commonplace everyday","speak comprehensively become wider large","crouch shrink back"
"paean","song of praise or triumph","5bb70604b9e91037328e61ca","17","reduce the strength of lessen seriousness partially excuse","having a toothed edge","exuberance outburst of feeling"
"finical","too fussy about food clothing etc.","5bb70604b9e91037328e61ca","18","to cut out cut away","(person) with superior tastes","inclination"
"macabre","gruesome; suggesting death","5bb70604b9e91037328e61ca","19","discuss lightly or glibly; exchange (words) heatedly","a signal, especially of alarm","present everywhere"
"nadir","lowest; weakest point","5bb70604b9e91037328e61ca","20","boldness brashness intrepidness","make morally bad;corrupt","elegant refined in manners"
"emote","stir up excite","5bb70604b9e91037328e61ca","21","secret agreement for a deceitful purpose","silly; senseless","hurt by rough handling"
"uncouth","rough awkward","5bb70604b9e91037328e61ca","22","to move in wavelike fashion fluctuate","deliberate deception","suffer the loss of something"
"congeal","make or become stiff and solid","5bb70604b9e91037328e61ca","23","to show clearly to indicate","a blindly devoted patriot","fanciful, fantastic, imaginary"
"fervor","warmth of feelings earnestness","5bb70604b9e91037328e61ca","24","One that indicates or foreshadows what is to come; a forerunner.","a beginner","to polish; rub to a shine"
"lionize","treat as a famous person","5bb70604b9e91037328e61ca","25","too tired","expression of blame or disapproval a rebuke","attack violently"
"expostulate","argue earnestly to dissuade correct or protest","5bb70604b9e91037328e61cb","1","astute; showing sound judgement","blacken; belittle; sully; defame","having a double or doubtful meaning; suspicious"
"epicurean","devoted to pleasure (sensuous enjoyment)","5bb70604b9e91037328e61cb","2","not soled with hole","prolonged","spending using unwillingly"
"discourse","speech lecture","5bb70604b9e91037328e61cb","3","trap","muddy having the sediment stirred up","not paying proper attention"
"verve","spirit vigor enthusiasm","5bb70604b9e91037328e61cb","4","widespread","as an installment","extreme poverty"
"lope","move along with long strides","5bb70604b9e91037328e61cb","5","practicing self-denial; austere; stark","promise or swear to give up","severely moral and strict simple and plain"
"sumptuous","magnificent","5bb70604b9e91037328e61cb","6","feeling bitterness; spitefulness","tightly stretched","waste away; bite steadily"
"dogmatic","positive certain arbitrary without room for discussion","5bb70604b9e91037328e61cb","7","lack of seriousness","to equivocate to stray from the truth","blocked up"
"noisome","offensive; disgusting (smell)","5bb70604b9e91037328e61cb","8","sweetly flowing","Meticulous","anger"
"sophomoric","being immature","5bb70604b9e91037328e61cb","9","open to discussion or debate; doubtful","flood cover by overflowing","cause produce give rise to"
"lassitude","weariness; tiredness","5bb70604b9e91037328e61cb","10","easily seen remarkable","biting sarcastic","of the present time only"
"ostentation","display to obtain admiration or envy","5bb70604b9e91037328e61cb","11","end (a debt) by setting aside money","flat metal on a wall as a memorial","dull and slow"
"irksome","tiresome","5bb70604b9e91037328e61cb","12","socially awkward; tactless behavior","inclined to fighting","person of great learning"
"requite","repay give in return","5bb70604b9e91037328e61cb","13","majestic; venerable","to speak harmful untruths about someone","reddish, healthy-looking"
"broach","bring up; announce; begin to talk about","5bb70604b9e91037328e61cb","14","to portray depict sketch out","get to the end of","to bless; make happy or ascribe a virtue to"
"kibosh","block, halt, stop","5bb70604b9e91037328e61cb","15","to make unnecessary get rid of","naive; young; artless; frank; honest; sincere","without use result conceited"
"gauche","hence; awkward","5bb70604b9e91037328e61cb","16","song of praise or triumph","self-righteousness hypocritical with FALSE piety","get something inquire too curiously"
"craven","cowardly","5bb70604b9e91037328e61cb","17","too fussy about food clothing etc.","shameful; dishonorable; undignified; disgraceful","weaken deprive of strength attenuate"
"sanguine","cheerful; confident; optimistic","5bb70604b9e91037328e61cb","18","gruesome; suggesting death","legal claim until a debt on it is repaid","rich and deep; plump and round"
"imperious","commanding; haughty; arrogant","5bb70604b9e91037328e61cb","19","lowest; weakest point","eager; greedy","to turn away (from a habit)"
"brash","hasty rush; cheeky; saucy","5bb70604b9e91037328e61cb","20","stir up excite","truth","kind of stone; inflexible"
"didactic","intended to instruct","5bb70604b9e91037328e61cb","21","rough awkward","harmful or unfriendly","abundant/lavish"
"verdant","fresh and green","5bb70604b9e91037328e61cb","22","make or become stiff and solid","treat with contempt","childish"
"presage","warning sign","5bb70604b9e91037328e61cb","23","warmth of feelings earnestness","not good enough; unable to have young ones without value","try to deceive by equivocal language"
"philistine","a smug ignorant person one who lacks knowledge","5bb70604b9e91037328e61cb","24","treat as a famous person","emergency an urgent situation","line made by crushing white line on the ground in cricket"
"desiccant","substance used to absorb moisture","5bb70604b9e91037328e61cb","25","argue earnestly to dissuade correct or protest","to practice deception or fraud; scheme.","very much ornamented naturally red (e.g.. of face)"
"epiphany","A Christian feast celebrating the manifestation of the divine nature of Jesus to the Gentiles as represented by the Magi.","5bb70604b9e91037328e61cc","1","devoted to pleasure (sensuous enjoyment)","very much ornamented naturally red (e.g.. of face)","very much ornamented naturally red (e.g.. of face)"
"palatial","magnificent","5bb70604b9e91037328e61cc","2","speech lecture","statement that damages reputation","very much ornamented naturally red (e.g.. of face)"
"supine","lying on the back slow to act passive","5bb70604b9e91037328e61cc","3","spirit vigor enthusiasm","calm; sluggish; temperament; unemotional","very much ornamented naturally red (e.g.. of face)"
"intransigent","uncompromising","5bb70604b9e91037328e61cc","4","move along with long strides","make thin; weaken; enervate","very much ornamented naturally red (e.g.. of face)"
"trifling","unimportant","5bb70604b9e91037328e61cc","5","magnificent","affirm; assert; prove; justify","very much ornamented naturally red (e.g.. of face)"
"prodigious","enormous; wonderful","5bb70604b9e91037328e61cc","6","positive certain arbitrary without room for discussion","no use person something that fails","very much ornamented naturally red (e.g.. of face)"
"ensconce","To settle (oneself) securely or comfortably","5bb70604b9e91037328e61cc","7","offensive; disgusting (smell)","personal mannerism","very much ornamented naturally red (e.g.. of face)"
"heretic","recreant, protestant,skeptic","5bb70604b9e91037328e61cc","8","being immature","patience; willingness to wait","very much ornamented naturally red (e.g.. of face)"
"raconteur","person who tells anecdotes","5bb70604b9e91037328e61cc","9","weariness; tiredness","hardened and unrepenting; stubborn; inflexible","very much ornamented naturally red (e.g.. of face)"
"perfidious","treacherous; faithless","5bb70604b9e91037328e61cc","10","display to obtain admiration or envy","scent waving movement carry lightly through","very much ornamented naturally red (e.g.. of face)"
"agog","eager/excited","5bb70604b9e91037328e61cc","11","tiresome","vexation","very much ornamented naturally red (e.g.. of face)"
"reactionary","opposing progress","5bb70604b9e91037328e61cc","12","repay give in return","over-high opinion of too much pride","very much ornamented naturally red (e.g.. of face)"
"hauteur","haughtiness","5bb70604b9e91037328e61cc","13","bring up; announce; begin to talk about","fluency verbosity easy use of spoken language","very much ornamented naturally red (e.g.. of face)"
"qualm","feeling of doubt temporary feeling of sickness","5bb70604b9e91037328e61cc","14","block, halt, stop","easily done","very much ornamented naturally red (e.g.. of face)"
"wile","a trick","5bb70604b9e91037328e61cc","15","hence; awkward","touching neighboring near","very much ornamented naturally red (e.g.. of face)"
"ferment","substance become excited","5bb70604b9e91037328e61cc","16","cowardly","appearing TRUE or real","very much ornamented naturally red (e.g.. of face)"
"curmudgeon","bad-tempered person","5bb70604b9e91037328e61cc","17","cheerful; confident; optimistic","worthless; outside part of anything","very much ornamented naturally red (e.g.. of face)"
"bequest","arrangement to give something at death","5bb70604b9e91037328e61cc","18","commanding; haughty; arrogant","edge ornamental border part of hair over the forehead","very much ornamented naturally red (e.g.. of face)"
"rumple","make rough","5bb70604b9e91037328e61cc","19","hasty rush; cheeky; saucy","harmful; injurious","very much ornamented naturally red (e.g.. of face)"
"remonstrate","to protest object","5bb70604b9e91037328e61cc","20","intended to instruct","of the body","very much ornamented naturally red (e.g.. of face)"
"drone","male bee person who isn't self-employed","5bb70604b9e91037328e61cc","21","fresh and green","unresistant; submissive","very much ornamented naturally red (e.g.. of face)"
"propitious","auspicious; presenting favorable circumstances","5bb70604b9e91037328e61cc","22","warning sign","get somebody to do something by kindness","very much ornamented naturally red (e.g.. of face)"
"stymie","to hinder obstruct or block","5bb70604b9e91037328e61cc","23","a smug ignorant person one who lacks knowledge","a raid; a sudden attack","very much ornamented naturally red (e.g.. of face)"
"roll","call calling of names","5bb70604b9e91037328e61cc","24","substance used to absorb moisture","disown refuse to accept or pay","very much ornamented naturally red (e.g.. of face)"
"dilettante","a lover of an art or science","5bb70604b9e91037328e61cc","25","A Christian feast celebrating the manifestation of the divine nature of Jesus to the Gentiles as represented by the Magi.","stupid fellow","very much ornamented naturally red (e.g.. of face)"
